frame,track_id,class_id,confidence,x1,y1,x2,y2
0,1,0,0.7473011612892151,736.9293212890625,362.62060546875,775.9183349609375,425.3919982910156
0,2,0,0.7036365270614624,718.9938354492188,414.27569580078125,782.7682495117188,488.56805419921875
0,3,0,0.6507686972618103,665.1279296875,347.36737060546875,726.8616943359375,445.76739501953125
1,1,0,0.735442042350769,734.724365234375,362.2970886230469,775.669921875,428.904296875
1,2,0,0.7045935392379761,720.0100708007812,415.2633361816406,782.7484741210938,488.9024658203125
1,3,0,0.6870004534721375,664.7554321289062,346.9776306152344,725.5508422851562,443.6759338378906
2,1,0,0.7221600413322449,732.972412109375,362.1602478027344,775.638916015625,429.47930908203125
2,2,0,0.7012842893600464,718.8583374023438,415.13946533203125,781.91162109375,487.9119567871094
2,3,0,0.6816070079803467,665.5603637695312,349.8385009765625,720.3536987304688,440.3065490722656
2,4,0,0.5741865038871765,590.2113647460938,419.4986572265625,658.4743041992188,498.6328430175781
3,1,0,0.7335814833641052,733.3897705078125,360.9756774902344,777.1658935546875,428.9163818359375
3,2,0,0.7003178000450134,716.873291015625,414.7920837402344,781.130126953125,489.0221862792969
3,3,0,0.6874220967292786,666.930419921875,349.69842529296875,718.8150634765625,439.52764892578125
3,4,0,0.6070215106010437,585.0374755859375,410.1688232421875,655.1953735351562,499.5297546386719
3,5,0,0.6831411123275757,328.47454833984375,390.0497131347656,400.6660461425781,468.90301513671875
4,1,0,0.7325401306152344,733.6253051757812,360.6523132324219,777.5721435546875,428.6249694824219
4,2,0,0.7007474303245544,716.2389526367188,414.5993347167969,780.870849609375,489.3306884765625
4,3,0,0.6866211295127869,667.3136596679688,349.7015380859375,718.3935546875,439.3456726074219
4,4,0,0.6016820669174194,583.29931640625,406.60540771484375,653.6942138671875,499.8448181152344
4,5,0,0.6829463243484497,328.77056884765625,390.1957702636719,400.7522277832031,468.9597473144531
5,1,0,0.6852301955223083,733.6522216796875,361.5699462890625,778.565673828125,428.145263671875
5,2,0,0.7106029391288757,716.312744140625,415.5451965332031,780.356201171875,490.4634094238281
5,3,0,0.6567012667655945,668.4417114257812,354.06842041015625,718.461669921875,444.9472961425781
5,4,0,0.6827285289764404,579.853515625,402.5373229980469,655.6414794921875,499.89056396484375
5,5,0,0.5921637415885925,329.05291748046875,386.8274230957031,402.10675048828125,468.5585021972656
6,1,0,0.659221887588501,730.748779296875,361.2861328125,780.2554321289062,427.63201904296875
6,2,0,0.7128831148147583,716.743408203125,413.86663818359375,779.7872924804688,490.2568664550781
6,3,0,0.6733150482177734,668.051025390625,352.00408935546875,720.1768798828125,446.7459716796875
6,4,0,0.7447628974914551,578.7181396484375,402.1170654296875,656.2203369140625,502.1908874511719
6,5,0,0.5257558226585388,331.7698974609375,383.62506103515625,403.17254638671875,468.1572570800781
6,6,0,0.7329658269882202,769.1024780273438,142.7376708984375,849.1491088867188,243.3032684326172
7,1,0,0.6537785530090332,731.405517578125,361.44622802734375,780.0975952148438,429.883056640625
7,2,0,0.6881996989250183,717.6404418945312,412.1408996582031,779.3308715820312,490.5878601074219
7,3,0,0.7154937982559204,667.5725708007812,349.4034118652344,720.6338500976562,443.388671875
7,4,0,0.7646383047103882,573.69580078125,402.24969482421875,656.6868896484375,502.72442626953125
7,5,0,0.6403983235359192,331.7920837402344,380.1026916503906,404.3186950683594,467.5158386230469
7,6,0,0.7376130819320679,768.3162231445312,138.84571838378906,849.3441162109375,242.324951171875
8,1,0,0.6711627244949341,730.3958740234375,363.0453796386719,779.623779296875,431.6466064453125
8,2,0,0.68731290102005,716.6815185546875,416.93798828125,779.4120483398438,490.9492492675781
8,3,0,0.6731710433959961,667.4638671875,349.2168273925781,721.6104125976562,441.750244140625
8,4,0,0.7586764097213745,571.2933349609375,401.5989685058594,656.3628540039062,502.1046447753906
8,5,0,0.6140046715736389,332.4921875,372.7583312988281,408.60455322265625,467.35943603515625
8,6,0,0.7313359975814819,767.4683837890625,132.29783630371094,850.6812133789062,240.69850158691406
9,1,0,0.670582115650177,730.101806640625,363.7090148925781,779.3168334960938,432.20379638671875
9,2,0,0.6917935013771057,716.5011596679688,418.5314636230469,779.389404296875,490.94635009765625
9,3,0,0.6724588871002197,667.5380859375,349.2520446777344,721.606689453125,441.1114501953125
9,4,0,0.7618237137794495,570.606689453125,401.4089050292969,656.2687377929688,501.7349548339844
9,5,0,0.6118524074554443,332.7061767578125,369.90655517578125,410.43609619140625,467.5141906738281
9,6,0,0.7264752388000488,767.2628173828125,130.09593200683594,851.1104125976562,240.2440643310547
10,1,0,0.652003288269043,728.0009155273438,363.4809265136719,779.7869873046875,433.4289855957031
10,2,0,0.6726937294006348,717.1809692382812,420.7881164550781,779.7438354492188,490.5910339355469
10,3,0,0.6212924122810364,667.1303100585938,353.5254821777344,720.3931884765625,440.11419677734375
10,4,0,0.7511250376701355,571.255615234375,401.0853271484375,657.5773315429688,502.012451171875
10,5,0,0.6842676401138306,332.7893371582031,369.2867736816406,416.61285400390625,467.14312744140625
10,6,0,0.6879172921180725,767.3582153320312,129.28839111328125,849.8040771484375,237.96670532226562
11,1,0,0.6853278279304504,731.1075439453125,362.6709899902344,780.1812133789062,439.78741455078125
11,2,0,0.6527554988861084,715.3703002929688,415.5760192871094,779.6721801757812,490.6253662109375
11,3,0,0.6715906858444214,664.6867065429688,348.7582092285156,720.5054931640625,442.58099365234375
11,4,0,0.7699361443519592,572.1882934570312,401.992431640625,658.6142578125,502.4021911621094
11,5,0,0.6717047691345215,336.8912658691406,368.6755065917969,417.4974060058594,465.6546936035156
11,6,0,0.6797910928726196,766.6932373046875,132.88653564453125,849.2657470703125,241.2194061279297
12,1,0,0.6707789301872253,732.0967407226562,360.6548767089844,782.4019775390625,440.7944030761719
12,2,0,0.6269588470458984,714.0338745117188,417.33831787109375,779.5424194335938,492.13592529296875
12,3,0,0.6560147404670715,663.8677368164062,351.8528747558594,719.6983032226562,442.094970703125
12,4,0,0.7486711740493774,573.3235473632812,404.93853759765625,658.1695556640625,500.72723388671875
12,5,0,0.6543511748313904,341.68328857421875,371.8600158691406,419.63470458984375,461.8127746582031
12,6,0,0.7174386382102966,767.7474975585938,138.072265625,847.1111450195312,242.1483917236328
13,1,0,0.454500675201416,731.6912841796875,363.6251525878906,780.1976318359375,442.9225158691406
13,2,0,0.6505448222160339,713.2279052734375,414.2059020996094,782.0809936523438,500.68524169921875
13,3,0,0.7106567025184631,663.435546875,350.3373107910156,722.0599975585938,441.79046630859375
13,4,0,0.7531058192253113,576.4520263671875,407.72589111328125,655.001708984375,500.1582336425781
13,5,0,0.7037109732627869,345.120361328125,375.9908142089844,421.95269775390625,458.76446533203125
13,6,0,0.6619905829429626,768.4306640625,139.24981689453125,849.5254516601562,241.16073608398438
14,1,0,0.4549494981765747,731.5743408203125,364.72027587890625,779.310791015625,443.46148681640625
14,2,0,0.6600666642189026,713.086181640625,413.7165832519531,783.0211791992188,503.79931640625
14,3,0,0.7108741402626038,663.314697265625,349.7529602050781,722.93603515625,441.6091003417969
14,4,0,0.753247082233429,577.77392578125,408.794677734375,653.6776123046875,499.89923095703125
14,5,0,0.7045391201972961,346.49493408203125,377.5201110839844,422.8400573730469,457.6972961425781
14,6,0,0.6568436622619629,768.695068359375,139.65402221679688,850.4616088867188,240.9252471923828
15,1,0,0.6781116127967834,730.7921752929688,364.73956298828125,779.624267578125,448.5015563964844
15,2,0,0.6486829519271851,711.5828857421875,420.5404968261719,782.2905883789062,506.56878662109375
15,3,0,0.6683704853057861,662.7611694335938,352.42535400390625,721.89697265625,440.9173583984375
15,4,0,0.7550897598266602,582.0985107421875,410.7675476074219,652.50341796875,499.43939208984375
15,5,0,0.7080647945404053,347.3419189453125,376.78662109375,421.8116760253906,457.12237548828125
15,6,0,0.6688299179077148,767.8599853515625,139.9608154296875,852.4458618164062,242.60643005371094
16,1,0,0.6163175106048584,731.8065185546875,366.3346252441406,777.6223754882812,445.8683776855469
16,2,0,0.631523847579956,712.0411987304688,420.9806213378906,781.1668090820312,503.5984802246094
16,3,0,0.6387763619422913,661.9498291015625,354.411376953125,718.95263671875,440.4463806152344
16,4,0,0.7427105903625488,575.4578247070312,410.7917175292969,653.6985473632812,499.1716613769531
16,5,0,0.6483035087585449,348.0523986816406,377.1656494140625,423.9755859375,453.95208740234375
16,6,0,0.5792049169540405,767.8292236328125,139.47181701660156,854.080810546875,241.19725036621094
17,1,0,0.6640570163726807,730.2285766601562,366.0322570800781,776.5601196289062,445.2226867675781
17,2,0,0.6620731949806213,714.27197265625,420.6097412109375,780.2279663085938,501.47119140625
17,3,0,0.5470699667930603,659.4042358398438,352.015625,717.5130004882812,442.3816223144531
17,4,0,0.7424770593643188,573.1638793945312,411.8796081542969,655.9711303710938,498.8406982421875
17,5,0,0.4953186810016632,348.6096496582031,375.85516357421875,428.6033935546875,450.78338623046875
17,6,0,0.5633703470230103,767.6954956054688,139.95643615722656,854.1058959960938,240.2891387939453
18,1,0,0.6736913919448853,727.0174560546875,364.85980224609375,775.4723510742188,441.25726318359375
18,2,0,0.6615374088287354,714.3676147460938,421.096435546875,778.7640380859375,499.7605285644531
18,3,0,0.5709121227264404,658.1209716796875,351.0769958496094,718.0606689453125,445.6437683105469
18,4,0,0.7322449684143066,568.9169311523438,413.4208679199219,655.6072998046875,497.8694152832031
18,5,0,0.5048718452453613,348.5675354003906,375.3190612792969,432.44207763671875,449.29547119140625
18,6,0,0.5850276350975037,767.6566162109375,139.41090393066406,853.7745971679688,240.43577575683594
19,1,0,0.6776288747787476,725.798583984375,364.45367431640625,774.9978637695312,439.662109375
19,2,0,0.6622177362442017,714.504150390625,421.4028015136719,778.2890014648438,499.09405517578125
19,3,0,0.5699782967567444,657.6578979492188,350.60272216796875,718.3986206054688,446.9769287109375
19,4,0,0.7337679266929626,567.3192749023438,414.0690002441406,655.5848999023438,497.4848937988281
19,5,0,0.49981486797332764,348.5811767578125,375.2783203125,433.45904541015625,448.79986572265625
19,6,0,0.5951326489448547,767.7329711914062,139.24020385742188,854.1018676757812,240.45716857910156
20,1,0,0.6748932003974915,726.5060424804688,364.8778991699219,774.8338012695312,437.9961853027344
20,2,0,0.6665627360343933,715.1487426757812,421.15362548828125,778.411376953125,498.8663635253906
20,3,0,0.626255452632904,656.9464721679688,349.6517639160156,715.6270751953125,444.3688659667969
20,4,0,0.7276269793510437,566.9498291015625,414.9452209472656,654.5108642578125,497.13671875
20,6,0,0.6270763874053955,767.5430297851562,138.202880859375,852.4486083984375,239.6319580078125
21,1,0,0.6540942192077637,725.2913208007812,365.1310729980469,774.028076171875,436.06365966796875
21,2,0,0.6632368564605713,715.21630859375,414.883544921875,777.8651123046875,498.66156005859375
21,3,0,0.6541608572006226,655.260986328125,350.704833984375,712.7213745117188,442.20172119140625
21,4,0,0.7226952910423279,571.1976928710938,418.7481994628906,653.349853515625,495.477783203125
21,6,0,0.6514026522636414,767.9638671875,138.39002990722656,850.855224609375,239.1986846923828
